"Duration..in.seconds.","Q54_First.Click","Q54_Last.Click","Q54_Page.Submit","Q54_Click.Count","Q48","Q55_First.Click","Q55_Last.Click","Q55_Page.Submit","Q55_Click.Count","Q42","Q44","Q45","Q46","Q53_First.Click","Q53_Last.Click","Q53_Page.Submit","Q53_Click.Count","Q10","Q50_First.Click","Q50_Last.Click","Q50_Page.Submit","Q50_Click.Count","Q11","Q51_First.Click","Q51_Last.Click","Q51_Page.Submit","Q51_Click.Count","Q13","Q52_First.Click","Q52_Last.Click","Q52_Page.Submit","Q52_Click.Count","Q1","Q56_First.Click","Q56_Last.Click","Q56_Page.Submit","Q56_Click.Count","Q57_First.Click","Q57_Last.Click","Q57_Page.Submit","Q57_Click.Count","X1_Q25","X1_Q60_First.Click","X1_Q60_Last.Click","X1_Q60_Page.Submit","X1_Q60_Click.Count","X1_Q20","X1_Q24","X1_Q61_First.Click","X1_Q61_Last.Click","X1_Q61_Page.Submit","X1_Q61_Click.Count","X2_Q25","X2_Q60_First.Click","X2_Q60_Last.Click","X2_Q60_Page.Submit","X2_Q60_Click.Count","X2_Q20","X2_Q24","X2_Q61_First.Click","X2_Q61_Last.Click","X2_Q61_Page.Submit","X2_Q61_Click.Count","X3_Q25","X3_Q60_First.Click","X3_Q60_Last.Click","X3_Q60_Page.Submit","X3_Q60_Click.Count","X3_Q20","X3_Q24","X3_Q61_First.Click","X3_Q61_Last.Click","X3_Q61_Page.Submit","X3_Q61_Click.Count","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q28_12","Q37","Q64_First.Click","Q64_Last.Click","Q64_Page.Submit","Q64_Click.Count","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q32_9","Q32_10","Q32_11","Q39","Q65_First.Click","Q65_Last.Click","Q65_Page.Submit","Q65_Click.Count","Q35_1","Q35_2","Q35_3","Q35_4","Q35_5","Q35_6","Q35_7","Q35_8","Q35_9","Q35_10","Q35_11","Q40","Q66_First.Click","Q66_Last.Click","Q66_Page.Submit","Q66_Click.Count","resp1","resp2","condition","firstlist","otherprompt","qID1","qID2","qID3","preamble","freelist","listitem","scalenumber","itemrefer","showprompt","id","completion_order","new","in.soft.launch"
"515","0","0","31.99","0","1","0","0","8.9","0","50","1","3","1","","","","","bad","29.73","29.73","34.868","1","1","6.026","6.026","8.178","1","","","","","","cat
dog
mouse","80.23","80.23","94.09","1","0","0","4.854","0","","","","","","people","environment","18.456","27.116","34.454","2","","","","","","trees die","bad","8.752","15.566","19.55","2","2","7.702","9.284","10.902","2","not sure","don't know","43.762","48.77","55.848","2","7","7","7","7","7","7","7","7","7","7","7","7","no","26.876","39.284","42.634","13","4","4","4","4","4","4","4","4","4","4","4","no","52.228","64.43","68.234","13","4","4","4","4","4","4","4","4","4","4","4","no","13.056","24.208","27.878","13","not sure","","1","<li>not sure</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",70,25,FALSE,FALSE
"536","0","0","10.094","0","1","0","0","4.878","0","36","1","4","1","","","","","climate change generally refers to gradual shifts in the earths climate, meaning average temperature, rainfall etc will increase or decrease in areas over time.
generally speaking, the term climate change usually is meant to refer to manmade climate change, where the effects are the same, but the causes are industrialised atmospheric alterations and on a much shorter timescale","2.429","2.429","93.502","1","1","2.348","2.348","3.112","1","","","","","","cat
horse
monkey","10.081","10.081","18.197","1","0","0","10.767","0","","","","","","carbon pollution in the atmosphere
overuse of fossil fuels
agriculture producinging large amounts of emmissions","generally CO2 causes climate change, the sources vary but are largely due to the use of fossil fuels or large scale agriculture","1.278","54.167","83.632","3","","","","","","increase in the average global temperature
ocean level rises and seafood dieoffs
erratic weather patterns leading to droughts, floods, storms","pretty much we might be looking at an extinction level event and noone cares","1.033","66.874","70.022","4","1","2.32","2.32","5.25","1","carbon price
stop voting in idiots to run the country
use less resources","honestly idiots like our several most recent PM's and their corporate financiers are a cancer to society, so many people believe the utter nonsense they sprout. Money needs to come out of politics so we can actually do something about this","0.786","35.721","90.189","2","7","6","6","7","2","6","3","6","5","7","4","4","no i think this is an excellent survey i hope it makes some people think","5.17","26.801","47.031","13","6","7","7","6","7","7","7","7","7","7","7","no","7","23.175","26.468","12","2","2","2","1","2","3","4","2","3","5","1","no","16.287","41.023","42.949","13","carbon price","stop voting in idiots to run the country","1","<li>carbon price</li><li>stop voting in idiots to run the country</li><li>use less resources</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",71,52,FALSE,FALSE
"2607","0","0","2457.122","0","1","0","0","1.794","0","28","2","5","1","","","","","the world deteriorating","0.933","0.933","8.952","1","1","0.968","0.968","2.39","1","","","","","","rabbit
bird
cow","0.915","11.242","13.371","2","0","0","2.992","0","","","","","","adani coal mine
burning fossil fuels
pollution","","0.908","0.908","21.182","1","","","","","","world getting hotter","","1.69","1.69","8.156","1","1","0.934","0.934","1.826","1","less carbon dioxide emissions","","0.561","0.561","11.43","1","6","6","5","6","6","6","7","6","6","5","5","5","","1.176","7.786","9.063","14","7","6","7","6","5","6","7","6","5","6","7","","1.127","15.173","16.58","11","7","6","5","5","5","6","7","6","5","6","7","","8.564","13.947","14.79","11","less carbon dioxide emissions","","1","<li>less carbon dioxide emissions</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",72,20,FALSE,TRUE
"895","0","0","7.767","0","1","0","0","8.192","0","69","1","3","1","","","","","A cyclic event that has happened many times in the Earths life and will continue to do so. I do not believe that it is all humans fault like it is made out to be, it is a money making scare tactic!","4.815","4.815","117.621","1","2","4.798","4.798","6.832","1","","","","","","Sheep
Pig
Cow","21.531","21.531","35.973","1","0","0","22.602","0","","","","","","The Earth has and is changing all the time, for all it's life that we know and will continue to do so until Earth dies!
Destroying the worlds forests

","I am not a ""full"" believer in all the hype that is blaming human kind for what is happening now.","5.009","241.277","308.129","12","","","","","","I will not be here to know in 2050, long dead!!!!!
The Earth will decide what is and will happen, not you or I!!!!!!!","","12.206","12.206","87.169","1","2","12.365","12.365","13.631","1","Reduce the world's population!
Stop cutting down the forests!","","8.819","8.819","57.054","1","3","6","7","2","1","3","1","7","4","3","1","2","","16.43","54.611","61.497","12","3","5","6","2","2","5","4","5","5","4","4","","12.933","46.451","48.136","11","3","3","4","4","4","3","4","2","1","5","1","","18.298","77.576","80.121","11","Reduce the world's population!","Stop cutting down the forests!","2","<li>Reduce the world's population!</li><li>Stop cutting down the forests!</li>","","3_QID20","","","climate change is occurring","society could do to stop or reduce climate change","things that","4","that","0",73,39,FALSE,FALSE
"2881","0","0","11.972","0","1","0","0","3.318","0","49","1","5","1","","","","","Carbon based life forms and their activities impacting our world/climate","2.016","104.976","114.641","9","1","3.021","3.021","4.116","1","","","","","","cat
dog
mouse","11.406","35.024","38.568","5","18.396","18.396","24.903","1","","","","","","Impacts from the heating/cooling cycle of the Sun
Increase in world population
Greenhouse effect - Methane, CO2, Nitrous Oxide and CFC's
Human activities such as mining, manufacturing, farming etc. increasing greenhouse effect


","","4.415","617.971","648.174","29","","","","","","Increase or decrease in temperatures
Change in seasons
Change in climate areas (tropical to desert)
Increased intensity of droughts, floods, storms, cold snaps, heat waves
Traditional food production systems will not produce enough food
Water shortages and decreased quality of available water
Potentially increased sea levels","","6.877","449.22","455.55","25","1","3.707","3.707","5.076","1","Educate the world. Scare tactics will only do so much.
If people believe in the effort they will all contribute.
Consumerism and greed are our biggest problems
Reduce pollution with severe penalties for polluters
Recycle
Use natural resources to generate electricity (Sun, Wind, Ocean)
Create new fuel sources to power the world's transport systems. From cars to planes
Look into more efficient and sustainable food production systems
Have to start considering population control measures, as the world cannot sustain ever increasing numbers


","We have to get a lot better at recycling. There is a lot of talk about recycling, but very little do
We have to re-use or breakdown what we have used. You cannot keep producing. You will run out.
Apart from the 10c plastic bottle refund, that we are paying for anyhow, there is no drive or incentive to re-use, re-purpose,re-design
This is one the biggest crises facing us, and we are not devoting any energy, resources or intellect towards solving this issue
We must elevate this. It is a key part of saving our world ","2.836","1175.153","1217.928","31","7","7","7","6","4","7","5","7","7","7","7","7","","6.838","82.464","102","16","3","7","5","5","5","7","7","7","7","7","7","","9.103","56.584","63.743","14","2","1","7","3","7","3","2","2","2","3","2","","15.908","98.826","150.688","13","Educate the world. Scare tactics will only do so much.","If people believe in the effort they will all contribute.","1","<li>Educate the world. Scare tactics will only do so much.</li><li>If people believe in the effort they will all contribute.</li><li>Consumerism and greed are our biggest problems</li><li>Reduce pollution with severe penalties for polluters</li><li>Recycle</li><li>Use natural resources to generate electricity (Sun, Wind, Ocean)</li><li>Create new fuel sources to power the world's transport systems. From cars to planes</li><li>Look into more efficient and sustainable food production systems</li><li>Have to start considering population control measures, as the world cannot sustain ever increasing numbers</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",74,22,FALSE,TRUE
"298","0","0","77.438","0","1","0","0","1.447","0","22","2","5","1","","","","","climate change is when a temperature drastically changes from a degree to another","0.981","0.981","23.435","1","1","2.491","2.491","3.506","1","","","","","","cat
dog
mouse","0.252","0.252","10.46","1","0","0","11.939","0","","","","","","pollution","global warming","2.104","8.632","14.475","2","","","","","","ice melting in antarctica > flood / rising sea","","1.041","30.87","33.247","7","1","1.405","1.405","2.699","1","eco products","","0.946","10.188","10.713","4","1","1","1","1","1","1","1","1","1","1","1","1","","2.01","11.623","13.882","12","1","1","1","1","1","1","1","1","1","1","1","","2.052","12.27","13.291","12","1","1","1","1","1","1","1","1","1","1","1","","2.276","9.248","10.573","11","eco products","","1","<li>eco products</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",75,5,FALSE,TRUE
"941","290.544","290.544","291.452","1","1","0","0","3.47","0","36","1","4","1","","","","","the warming of the planet and ice melting is causing temperatures to rise and water levels to also rise","0.933","356.23","374.29","6","1","2.31","2.31","3.034","1","","","","","","cat
dog
mouse","0.727","16.792","19.48","4","0","0","2.375","0","","","","","","greenhouse gases
ice melting
more population","its a balance of people and nature","0.717","120.148","120.573","8","","","","","","higher seas
more natural disasters
less food","we are killing the planet","1.346","29.334","29.962","7","1","1.831","1.831","6.032","1","use less cars
less manufacturing
eat more plants","","0.743","12.439","19.087","4","5","5","5","5","5","6","7","7","5","6","6","7","","1.471","12.172","13.708","42","4","5","6","5","4","5","6","5","3","6","7","","2.07","19.671","20.571","46","5","4","7","7","5","6","5","5","5","6","7","","1.46","13.7","14.742","36","use less cars","less manufacturing","1","<li>use less cars</li><li>less manufacturing</li><li>eat more plants</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",76,11,FALSE,TRUE
"691","0","0","14.167","0","1","0","0","5.818","0","64","2","5","1","","","","","In my opinion, climate change is something which has occurred for millions of years - cycling from periods of extreme cold: ice ages; to periods of climate warming. I don't believe that humans have created as many problems as scientists say that we have. I have read that there was even a mini ice age in the 1940s.","3.601","33.441","124.215","4","1","12.065","12.065","13.182","1","","","","","","wombat
giraffe
lion","16.916","21.025","43.996","6","0","0","20.171","0","","","","","","nature
cyclical weather patterns
time","I have listed time as one of the causes, however, I don't really believe that it is a cause - rather something that happens over time.","1.918","55.95","104.83","2","","","","","","Lose animal species
grow accustomed to warmer weather
water rises in the ocean","No further comments.","3.751","46.055","53.132","3","2","9.346","9.346","12.376","1","keep the planet clean
reduce gas emissions
drive less","I don't think that I need to clarify my comments","2.57","37.93","49.032","2","5","5","6","3","4","3","4","3","5","5","5","6","Whilst I have not previously mentioned these things, I think that they have a partial effect on climate change. Nature is the main cause in my opinion.","14.05","45.178","81.206","13","5","5","5","3","3","5","3","5","4","3","5","No comments.","9.122","46.289","51.387","12","3","2","4","3","3","3","4","4","4","5","2","No further comments","11.941","65.325","71.583","13","keep the planet clean","reduce gas emissions","1","<li>keep the planet clean</li><li>reduce gas emissions</li><li>drive less</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",77,56,FALSE,FALSE
"546","3.169","3.169","7.682","1","1","1.596","1.596","3.885","1","69","2","3","1","","","","","The warming of the atmosphere which in turn effects our droughts, floods, coral etc","2.955","30.894","32.925","2","1","4.29","4.29","6.428","1","","","","","","dog
horse
cow","8.048","26.196","28.703","3","0","0","12.526","0","","","","","","Emissions from coal.
Too many cars and trucks.
Trees","Maybe more renewables would be good but need some coal.
Car Pooling or the like as electric are too expensive.
Keep more green spaces","8.697","121","122.388","4","","","","","","Our great barrier reef could start to disappear.
More fires and floods
","No I am not sure of what the solutions are = money alone is not going to fix it","5.363","40.827","63.408","4","2","3.858","4.598","6.093","2","Use solar power - but hard for all to do this
Buy electric cars?? or use car pooling","Not at present","3.444","43.395","45.309","4","6","3","6","4","2","6","4","6","6","6","6","6","No hardd to fix","4.941","40.676","42.434","16","1","5","2","2","2","4","1","1","3","1","2","some of these without knowing countries is hard to say - is it climate change or lack of knowledge","11.072","74.902","76.104","17","3","3","4","3","5","2","4","4","2","4","2","No good food for thought though","8.217","50.171","59.984","16","Use solar power - but hard for all to do this","Buy electric cars?? or use car pooling","1","<li>Use solar power - but hard for all to do this</li><li>Buy electric cars?? or use car pooling</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",78,87,FALSE,FALSE
"407","0","0","4.961","0","1","0","0","3.152","0","50","1","2","1","","","","","different types of unusual weather","2.779","2.779","38.971","1","1","6.651","11.553","13.76","2","","","","","","rain
sun
heat","18.084","18.084","27.85","1","0","0","6.819","0","","","","","","heat
rain
floods","","3.778","18.639","20.367","2","","","","","","drought
water shortage
extreme heat","no","4.35","24.16","29.9","2","2","15.592","15.592","18.83","1","reduces gases
less power
","","1.2","37.706","66.295","3","3","4","3","3","5","4","5","3","3","4","4","5","","2.462","31.736","34.029","12","5","6","5","5","4","5","5","6","4","4","5","","3.392","26.423","28.632","11","4","5","4","5","5","4","4","5","4","4","4","","22.56","34.792","36.25","11","reduces gases","less power","1","<li>reduces gases</li><li>less power</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",79,57,FALSE,FALSE
"849","0","0","9.835","0","1","0","0","3.41","0","50","2","4","1","","","","","Because of the Green House effect, the climate will get much warmer and the Polar ice will melt.","9.909","143.18","153.172","6","2","6.389","6.389","7.741","1","","","","","","ape
rooster
lion","32.26","32.26","64.073","1","0","0","24.632","0","","","","","","CO2 emissions
Forest Clearing
Farming sheep
Pollution
","","8.325","33.539","143.401","4","","","","","","Polar Ice melting
Hotter Summers
Animals and Plants negatively affected by the warmer conditions
","","16.683","128.497","132.427","6","1","11.842","11.842","13.522","1","Limit CO2 emmisions
Do not clear forests
Limit Pollution
","","8.407","24.07","75.758","3","6","5","6","6","2","3","5","5","4","5","5","5","","13.517","42.646","45.567","13","4","5","6","4","4","5","4","4","5","4","4","","11.113","43.618","47.597","11","2","2","2","3","2","3","4","3","2","5","1","","22.489","61.961","64.181","12","Limit CO2 emmisions","Do not clear forests","2","<li>Limit CO2 emmisions</li><li>Do not clear forests</li><li>Limit Pollution</li>","","3_QID20","","","climate change is occurring","society could do to stop or reduce climate change","things that","4","that","0",80,50,FALSE,FALSE
"156","3.76","5.656","5.911","5","1","0.898","0.898","1.17","1","29","1","5","1","","","","","I think it is getting worse each year","0.69","0.69","12.545","1","1","2.761","2.761","4.481","1","","","","","","moose
cat
camel","0.249","9.017","22.07","4","8.259","8.259","9.393","1","","","","","","Nothing
Nothing
Nothing","nah
nah
nah","0.802","10.762","14.743","2","","","","","","Green
House
Effect","Nothing much","0.687","8.83","14.37","2","1","1.407","1.407","2.094","1","Eating
more
animals","eat moree animals","0.555","16.178","16.601","3","5","4","5","5","5","5","4","4","5","5","4","5","","1.683","7.003","9.617","18","4","4","4","5","4","5","4","4","5","5","5","","2.039","7.366","8.302","20","5","5","5","5","5","4","4","4","6","5","5","Nothing","1.133","7.485","11.58","18","Eating","more","1","<li>Eating</li><li>more</li><li>animals</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",81,1,FALSE,TRUE
"385","1.403","1.403","4.778","1","1","0","0","1.604","0","33","2","2","1","","","","","global warming affecting the planet","7.628","7.628","16.519","1","2","3.583","3.583","4.084","1","","","","","","cat
dog
mouse","26.105","26.105","34.163","1","8.566","10.261","104.465","2","","","","","","pollution
chemicals
coal","","16.746","16.746","53.16","1","","","","","","burning of coal
pollution, plastic's in ocean, litter in sea","","18.643","42.152","42.813","5","2","6.976","6.976","7.737","1","stop littering,
stop burning coal","","1.58","13.7","35.209","2","5","6","6","6","6","7","5","6","5","5","5","5","","4.288","17.327","18.511","16","6","6","7","7","7","6","6","7","7","7","6","","1.304","15.328","16.7","18","6","5","7","6","7","7","7","7","6","6","6","","1.116","9.892","12.828","18","stop littering,","stop burning coal","2","<li>stop littering,</li><li>stop burning coal</li>","","3_QID20","","","climate change is occurring","society could do to stop or reduce climate change","things that","4","that","0",82,27,FALSE,FALSE
"400","26.162","27.569","28.453","2","1","107.438","107.438","108.523","1","51","1","4","1","","","","","when temperature continues to increase","2.38","22.051","22.894","2","3","3.09","3.09","4.047","1","2","4.246","4.246","5.157","1","cat
dog
mouse","6.277","6.277","17.331","1","3.022","3.022","12.134","1","","","","","","increased tempurature
pollution
useless politicians","politicians are useless","4.301","45.279","49.558","4","","","","","","egg would cook in the sun","no","3.697","23.976","26.432","5","3","6.794","7.433","8.493","2","you cannot ask the sun to cool down","no","2.379","19.106","19.826","4","3","3","3","1","1","1","1","1","1","1","1","1","no","2.795","16.569","19.178","19","1","1","1","1","1","1","1","1","1","1","1","no","2.701","12.917","13.78","15","1","1","1","1","1","1","2","2","2","2","3","no","2.774","15.017","18.278","17","you cannot ask the sun to cool down","","2","<li>you cannot ask the sun to cool down</li>","","3_QID20","","","climate change is occurring","society cannot stop or reduce climate change","reasons why","4","for why","0",83,4,FALSE,TRUE
"1249","0","0","10.198","0","1","0","0","2.796","0","67","2","2","1","","","","","I am really not understanding all fuss","20.888","20.888","56.928","1","3","10.857","10.857","12.668","1","2","14.795","14.795","16.234","1","horse
pig
cat","48.533","170.291","175.345","4","0","0","27.697","0","","","","","","anminal wind","the fart","5.227","39.548","68.023","3","","","","","","we will heat up and have wamer tempertors
","every one tell us this but I am not convinced","17.722","86.148","132.593","5","2","7.799","7.799","10.764","1","I am person that does not keep up with all the worries of climate","I quess I should follow more closely","64.083","143.68","174.298","2","4","3","3","4","3","2","5","5","3","2","2","3","I think people over do it with too much advise","24.693","54.361","76.233","13","4","5","5","1","1","5","1","2","1","1","2","none","14.329","161.827","172.651","12","2","1","4","3","3","1","3","1","1","3","1","","59.462","242.606","245.281","11","I am person that does not keep up with all the worries of climate","","2","<li>I am person that does not keep up with all the worries of climate</li>","","3_QID20","","","climate change is occurring","society could do to stop or reduce climate change","things that","4","that","0",84,18,FALSE,TRUE
"635","19.041","28.355","29.054","2","1","0","0","2.533","0","26","2","4","1","","","","","Global warming.  The warming of the earth that changes the climate.  Rising heat.  More hotter days and colder days when temperatures didn't used to soar that high.","1.28","1.28","65.447","1","1","2.219","3.423","4.242","3","","","","","","cat
dog
mouse","8.954","27.357","28.645","5","4.818","4.818","13.96","1","","","","","","pollution
excess gas emissions
use of non-biodegradable material
","","1.56","84.837","95.906","6","","","","","","increase of temperature
destruction of ecosystems
impact to flora and fauna
","","3.605","26.247","68.701","3","1","2.603","2.603","3.692","1","recycle
use natural materials
use of renewable energy","","2.127","27.856","28.673","3","6","5","6","3","4","4","6","3","5","5","4","6","","8.634","36.505","37.339","16","3","6","6","4","5","6","4","4","4","4","5","","8.787","48.521","49.458","19","2","2","4","3","4","3","3","4","5","6","2","","3.411","165.061","166.425","31","recycle","use natural materials","1","<li>recycle</li><li>use natural materials</li><li>use of renewable energy</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",85,53,FALSE,FALSE
"431","61.724","61.724","62.672","1","1","0","0","1.602","0","26","2","4","1","","","","","The beginning of the end of Earth?  Where climate is affected and results in the loss of much flora and fauna.","1.85","1.85","49.692","1","1","2.742","2.742","4.603","1","","","","","","dog 
mouse 
cat","9.163","21.519","22.149","3","0","0","2.607","0","","","","","","gas emissions
pollution
use of coal
lack of encouragement for renewable energy","","1.777","2.859","65.657","2","","","","","","loss of flora and fauna
rise in climate temperatures
loss of ecosystems","","3.905","22.274","38.355","4","1","10.33","10.33","11.825","1","use renewable energy
switch to renewable energy
protect ecosystems
","","2.27","3.17","39.663","2","7","5","7","3","5","5","7","2","5","6","4","6","","2.806","25.461","26.316","18","3","6","6","5","5","6","5","3","4","3","4","","2.99","31.681","32.362","16","2","2","4","4","5","5","4","4","4","5","2","","6.216","40.844","41.515","18","use renewable energy","switch to renewable energy","1","<li>use renewable energy</li><li>switch to renewable energy</li><li>protect ecosystems</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",86,68,FALSE,FALSE
"347","0","0","7.427","0","1","0","0","1.51","0","24","2","2","1","","","","","I don't have a great understanding of climate change enough to describe it","4.699","24.028","25.552","2","1","3.889","3.889","4.832","1","","","","","","Cat
Dog
Monkey","7.159","7.159","14.589","1","0","0","11.921","0","","","","","","Pollution
electricity
fuel","No comments","2.949","23.013","28.301","4","","","","","","water level rising
temperature gets warmer","No extra comments","78.151","92.665","97.624","3","1","3.548","3.548","4.423","1","I'm
not
sure","no comments","1.429","13.214","15.487","5","7","6","4","7","7","4","7","7","7","7","1","7","no recommendations","7.751","32.6","39.341","15","7","7","7","7","6","7","4","7","7","7","7","no improvements needed","5.71","32.98","33.994","16","6","1","7","4","1","7","7","7","7","7","7","no improvements","5.306","27.618","29.42","16","I'm","not","1","<li>I'm</li><li>not</li><li>sure</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",87,23,FALSE,FALSE
"259","0","0","11.912","0","1","0","0","0.886","0","44","1","3","1","","","","","the changing of the climate due to human activity","2.486","2.486","17.563","1","1","2.688","2.688","3.843","1","","","","","","dog
horse
emu","8.828","8.828","20.163","1","0","0","1.204","0","","","","","","carbon monoxide  from cars
methane from cows","none","10.4","32.807","35.886","2","","","","","","reduced fish in the ocean
extinction of cold climate animals such as polar bears
increased maximum temperatures","none","6.437","43.285","46.064","2","1","6.327","6.327","7.199","1","drive less
eat less or no meat
","none","3.68","3.68","23.673","1","6","3","5","6","4","4","5","6","5","5","4","5","none","2.788","21.06","23.756","13","5","5","6","5","4","4","5","5","4","5","5","none","1.582","13.534","16.745","12","5","4","4","6","5","4","5","5","4","5","6","none","5.598","19.389","22.229","12","drive less","eat less or no meat","1","<li>drive less</li><li>eat less or no meat</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",88,90,FALSE,FALSE
"322","0","0","3.969","0","1","0","0","1.228","0","68","2","2","1","","","","","Unpredictable change in weather","2.811","2.811","18.857","1","1","2.008","2.008","2.839","1","","","","","","cat
dog 
bird","15.955","31.385","33.768","2","0","0","8.786","0","","","","","","CO2
Animals","No","6.944","25.87","31.292","2","","","","","","flooding
fires
drought","No","4.214","36.308","39.842","5","1","2.317","2.317","3.571","1","stop Coal
reduce petrol cars
","No","2.569","27.15","30.357","4","6","4","5","6","5","4","5","5","5","6","5","5","No","6.576","37.187","39.826","22","5","6","6","5","5","6","6","6","6","6","6","No","2.107","35.869","38.516","23","2","3","3","3","2","2","3","3","4","5","2","No","14.354","43.612","46.147","12","stop Coal","reduce petrol cars","1","<li>stop Coal</li><li>reduce petrol cars</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",89,3,FALSE,TRUE
"887","0","0","6.649","0","1","0","0","1.675","0","53","2","5","1","","","","","the effect of industrialization of the planet, altering the 'traditional' weather patterns,atmospheric mixture, proliferation of chemicals and biohazards that are slowly increasing greenhouse gases and subsequent side effects on climate","21.441","120.281","128.26","3","1","3.341","3.341","4.439","1","","","","","","cat
dog
mouse","17.743","17.743","30.425","1","10.945","10.945","11.953","1","","","","","","pollution
greenhouse gases
industrialization of industry
over logging
chem trails
over fishing
over growth of algae, crown of thorns
ocean temperature changes
melting of glacier and
melting of ice sheets","","82.574","82.574","167.823","1","","","","","","end of life on earth","","70.75","70.846","77.697","2","1","7.526","7.526","9.051","1","depopulate
electric vehicles
ban petrol/diesel engines of every kind
increase all green energy to 100%
tax manufacturs who violate laws
incentivise manufacturers who reduce emissions","","136.798","223.388","225.865","4","7","5","7","7","5","5","2","7","7","7","2","5","","12.069","32.629","35.129","13","5","7","7","3","5","7","4","4","7","7","7","","32.221","55.821","57.8","11","1","1","1","1","7","7","4","1","1","4","1","","56.69","87.074","88.48","12","depopulate","electric vehicles","1","<li>depopulate</li><li>electric vehicles</li><li>ban petrol/diesel engines of every kind</li><li>increase all green energy to 100%</li><li>tax manufacturs who violate laws</li><li>incentivise manufacturers who reduce emissions</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",90,17,FALSE,TRUE
